,anime_id,title,type,source,episodes,rating,score,producer,studio,genre,release_season,is_licensed,nr_synonyms,min_duration,op_artists,ed_artists
2228,2972,Kindan no Mokushiroku: Crystal Triangle,OVA,Original,1,PG-13 - Teens 13 or older,4.62,"Animate Film, Movic, Sony Music Entertainment, Project Team Eikyuu Kikan",,"Adventure, Military, Demons, Mystery",Summer,True,0,60.0,,
2229,27947,Lupin III (2015),TV,Original,24,PG-13 - Teens 13 or older,7.96,,"TMS Entertainment, Telecom Animation Film","Action, Adventure, Mystery, Comedy, Seinen",Fall,True,4,25.0,You & Explosion Band,Sayuri Ishikawa
2230,1803,Dirty Pair: Lovely Angels yori Ai wo Komete,OVA,Light novel,2,PG-13 - Teens 13 or older,7.11,Studio Nue,Sunrise,"Action, Adventure, Comedy, Police, Sci-Fi",Winter,True,0,23.0,Meiko Nakahara,Meiko Nakahara
2231,13403,Inu x Boku SS Special,Special,Manga,1,PG-13 - Teens 13 or older,7.74,Aniplex,David Production,"Comedy, Supernatural, Shounen",Fall,True,1,24.0,MUCC,
2232,4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,OVA,Manga,3,PG-13 - Teens 13 or older,7.6,,Shaft,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",Summer,False,2,30.0,Mahora Gakuen 3-A,Mahora Gakuen 3-A
2233,1413,Lupin III: Alcatraz Connection,Special,Manga,1,PG-13 - Teens 13 or older,7.22,"VAP, Nippon Television Network",TMS Entertainment,"Action, Adventure, Comedy, Seinen",Summer,True,1,60.0,Yuji Ohno featuring Akiko,Yuji Ohno Trio featuring Akiko
2234,30128,Allargando The Animation,OVA,Manga,1,Rx - Hentai,6.49,Pink Pineapple,,Hentai,Spring,False,0,27.0,,
2235,2563,Aria The OVA: Arietta,OVA,Manga,1,G - All Ages,8.09,"TV Tokyo, Shochiku",Hal Film Maker,"Fantasy, Sci-Fi, Shounen, Slice of Life",Fall,True,0,30.0,SONOROUS,Erino Hazuki
2236,24909,Kaitou Joker,TV,Manga,13,PG - Children,6.95,"Asatsu DK, Tokyo MX",Shin-Ei Animation,"Adventure, Comedy, Mystery, Shounen",Fall,True,1,24.0,Arukarider (アルカライダー),Mainya with Shuffle Sisters (まいにゃ with シャッフルシスターズ)
2237,133,Green Green,TV,Visual novel,12,R+ - Mild Nudity,6.36,"Pony Canyon, Memory-Tech, Studio Jack",Studio Matrix,"Comedy, Ecchi, Romance, School, Slice of Life",Summer,True,2,24.0,Sato Hiromi,Yuria
2238,7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Special,Unknown,7,PG-13 - Teens 13 or older,6.89,,Production I.G,"Comedy, Historical",Summer,True,0,6.0,,
2239,2400,Ghost Sweeper GS Mikami,TV,Manga,45,PG-13 - Teens 13 or older,7.26,,Toei Animation,"Comedy, Supernatural",Spring,True,1,24.0,Chie Harada,Yumiko Kosaka
2240,18495,Kitakubu Katsudou Kiroku,TV,Manga,12,PG-13 - Teens 13 or older,6.82,"VAP, Nippon Television Network",Nomad,"Comedy, School, Slice of Life",Summer,True,0,23.0,Otome Shinto,"Natsuki Andou (Ibuki Kido) & Sakura Doumyouji (Miharu Kobayashi),:, Karin Touno (Mizuki Yuina) & Claire Kokonoe (Sayaka Senhongi),:, Natsuki Andou (Ibuki Kido) & Karin Touno (Mizuki Yuina) & Sakura Doumyouji (Miharu Kobayashi) & Botan Oohagi (Sae Aiuchi) & Claire Kokonoe (Sayaka Senhongi)"
2241,4033,The iDOLM@STER Live For You!,OVA,Game,1,PG-13 - Teens 13 or older,6.29,,Actas,"Comedy, Drama, Music",Winter,False,1,17.0,,the iDOLM@STER Cast
2243,603,Futari wa Precure,TV,Original,49,G - All Ages,7.02,"Asatsu DK, Asahi Production, Asahi Broadcasting",Toei Animation,"Action, Comedy, Magic, Fantasy, Shoujo",Winter,True,1,24.0,Mayumi Gojo,Mayumi Gojo
2244,1217,Seikimatsu★Darling,OVA,Manga,1,PG-13 - Teens 13 or older,6.46,Horannabi,,"Comedy, Romance, Drama, Shounen Ai",Winter,False,2,30.0,,"Kazuhiko Inoue, Yasunori Matsumoto"
2245,1340,Yami no Shihosha Judge,OVA,Manga,1,R - 17+ (violence & profanity),5.45,"Movic, Sony Music Entertainment",,"Supernatural, Horror, Seinen",Summer,True,4,48.0,,
2246,34262,Oushitsu Kyoushi Heine,TV,Manga,12,PG-13 - Teens 13 or older,7.58,"TV Tokyo, Square Enix, Sotsu, TV Osaka, AT-X, DAX Production, TV Tokyo Music, Avex Pictures, BS Japan, Dai Nippon Printing, Contents Seed, A-Sketch",Bridge,"Slice of Life, Comedy, Historical, Shounen",Spring,True,1,23.0,Shougo Sakamoto (阪本奨悟),"P4 with T (Keisuke Ueda, Yuuya Asato, Daisuke Hirose, Shouta Aoi, Yuuto Adachi)"
2249,3692,Yes! Precure 5 GoGo!,TV,Original,48,G - All Ages,7.27,Asahi Broadcasting,Toei Animation,"Action, Magic, Fantasy, School, Shoujo",Winter,False,0,24.0,Mayu Kudou with Precure 5,Kanako Miyamoto
2251,6676,Asura Cryin&#039; 2,TV,Light novel,13,PG-13 - Teens 13 or older,7.41,"TV Tokyo, Starchild Records, Raku High Student Council",Seven Arcs,"Action, Supernatural, Mecha",Fall,False,0,24.0,Angela,angela
2252,1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,OVA,Visual novel,1,PG-13 - Teens 13 or older,6.83,,Artland,"Comedy, Fantasy",Winter,False,0,24.0,Ayumi Murata,Yui Sakakibara
2253,360,Himiko-den,TV,Game,12,PG-13 - Teens 13 or older,6.32,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,"Adventure, Supernatural, Drama, Fantasy",Winter,True,1,23.0,Yuko Sasaki,Mica Okudoi
2254,278,Viewtiful Joe,TV,Game,51,PG-13 - Teens 13 or older,6.86,"TV Tokyo, MediaNet, Capcom",Group TAC,"Action, Sci-Fi, Comedy, Shounen",Fall,True,1,20.0,"SaGa,:, SaGa","SaGa,:, Amasia Landscape"
2256,30751,Usavich Zero,TV,Original,13,PG-13 - Teens 13 or older,6.33,,Kanaban Graphics,Comedy,Spring,False,1,1.0,,
2257,1786,Sprite: Between Two Worlds,OVA,Unknown,2,R+ - Mild Nudity,6.05,Toei Video,J.C.Staff,"Comedy, Ecchi, Romance, School",Spring,True,1,36.0,,
2258,431,Howl no Ugoku Shiro,Movie,Novel,1,G - All Ages,8.73,"d-rights, Tokuma Shoten",Studio Ghibli,"Adventure, Drama, Fantasy, Romance",Fall,True,0,60.0,Chieko Baisho,
2259,19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Movie,Unknown,1,G - All Ages,6.57,"Bandai Visual, Lantis, Toei Video",Sunrise,"Shounen, Sports",Summer,True,1,25.0,,"JAM Project, Rika Matsumoto"
2261,2238,Fuyu no Semi,OVA,Manga,3,R+ - Mild Nudity,7.7,On-Lead,Venet,"Drama, Historical, Romance, Samurai, Yaoi",Winter,True,1,30.0,NΛT ALLstars,Morikawa Toshiyuki
2262,10458,Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA,Visual novel,2,Rx - Hentai,7.0,Suzuki Mirano,,Hentai,Spring,False,0,30.0,,
2265,31549,Peeping Life TV: Season 1??,TV,Unknown,12,G - All Ages,5.77,,"Tatsunoko Production, CoMix Wave Films, FOREST Hunting One","Comedy, Slice of Life",Fall,False,0,23.0,BRADIO,detune.
2268,29557,Mikuni no Tame Ni,Movie,Original,1,G - All Ages,5.18,,,"Historical, Military",,True,0,7.0,,
2272,4556,Mirai Choujuu Fobia,OVA,Unknown,2,Rx - Hentai,4.96,,,"Hentai, Horror",Fall,True,0,42.0,,
2273,2311,Shounen Kenya,Movie,Unknown,1,PG - Children,5.45,,Toei Animation,Adventure,Spring,True,2,60.0,,
2274,2758,Shippuu! Iron Leaguer,TV,Original,52,PG-13 - Teens 13 or older,7.15,,Sunrise,"Sci-Fi, Sports, Mecha, Shounen",Spring,False,1,24.0,Norihiko Tanimoto,"Chisa Yokoyama,:, Norihiko Tanimoto"
2275,2396,Milk Junkie: Shimai-hen,OVA,Visual novel,4,Rx - Hentai,6.92,"Milky Animation Label, T-Rex, JapanAnime",,Hentai,Spring,True,4,30.0,,
2276,10327,Cosplay Roshutsu Kenkyuukai,OVA,Visual novel,2,Rx - Hentai,6.2,Studio 9 MAiami,,Hentai,Spring,False,0,19.0,,
2277,411,Gun x Sword,TV,Original,26,PG-13 - Teens 13 or older,7.35,Studio Tulip,AIC A.S.T.A.,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Summer,True,1,24.0,Kotaro Nakagawa,"Shuntaro Okino,:, Kikuko Inoue, Houko Kuwashima, Satsuki Yukino & Saeko Chiba,:, Shuntaro Okino (Ep 24)"
2278,30091,Chaos Dragon: Sekiryuu Seneki,TV,Game,12,R - 17+ (violence & profanity),5.79,"Sotsu, TOHO animation","Silver Link., Connect","Action, Fantasy, Supernatural",Summer,True,1,24.0,Natsumi Kon,"Natsumi Kon,:, Natsumi Kon"
2281,34825,Keppeki Danshi! Aoyama-kun,TV,Manga,12,PG-13 - Teens 13 or older,7.03,"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, East Japan Marketing &amp; Communications",Studio Hibari,"Comedy, Seinen, Sports",Summer,True,1,23.0,Bentham,"Fujimi Koukou Soccer-bu [Aoyama-kun (Ryotaro Okiayu), Kaoru Zaizen (Tomokazu Seki), Kazuma Sakai (Soichiro Hoshi), Jin Tsukamoto (Daisuke Sakaguchi), Taichi Yoshioka (Hiroyuki Yoshino)]"
2282,1660,Kurogane Communication,TV,Manga,24,R+ - Mild Nudity,6.7,Pony Canyon,APPP,"Action, Sci-Fi, Adventure, Drama",Fall,True,4,15.0,Yui Horie,Yui Horie
2283,2336,Hikaru no Go: New Year Special,Special,Manga,1,G - All Ages,7.42,,Studio Pierrot,"Game, Comedy, Supernatural, Shounen",Winter,False,0,24.0,Dream,Dream
2284,36101,Watashi ga Nakou Hototogisu,Music,Music,1,PG-13 - Teens 13 or older,5.55,Virgin Babylon Records,Onionskin,Music,Spring,False,2,7.0,,
2286,27911,Anime de Wakaru Shinryounaika,ONA,Manga,20,PG-13 - Teens 13 or older,6.69,,Shin-Ei Animation,"Comedy, Seinen",Winter,True,1,5.0,,Maaya Uchida
2287,18343,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,Special,Original,6,PG-13 - Teens 13 or older,7.04,,Actas,"Military, School",Winter,False,1,11.0,,
2290,18841,PES: Peace Eco Smile - Drive your Heart,ONA,Unknown,1,G - All Ages,5.05,,Studio 4°C,"Cars, Romance, Sci-Fi",Spring,False,0,3.0,,
2292,4209,Mission-E,TV,Original,12,PG - Children,6.55,,Studio Deen,"Action, Comedy, School, Sci-Fi",Summer,False,0,24.0,ZOOM FLICKER,Momoi Haruko
2294,10048,Fuyu no Semi Special,OVA,Manga,1,R+ - Mild Nudity,7.3,,Venet,"Action, Military, Historical, Drama, Samurai, Yaoi",Spring,False,3,60.0,,
2295,2870,Yagami Yuu,OVA,Visual novel,1,Rx - Hentai,6.54,,Flavors Soft,Hentai,Winter,True,1,30.0,,Hikaru Ikeda
2297,3071,Uchuu Senkan Yamato: Aratanaru Tabidachi,Special,Unknown,1,PG-13 - Teens 13 or older,6.89,,,"Military, Sci-Fi, Drama",Summer,True,0,60.0,,
2298,375,Bannou Bunka Neko-Musume (1998),TV,Original,12,PG-13 - Teens 13 or older,6.63,Movic,Production Reed,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Winter,True,2,23.0,Megumi Hayashibara,Megumi Hayashibara
2299,2578,TaoTao Ehonkan Sekai Doubutsu Banashi,TV,Original,52,PG - Children,6.95,,,"Adventure, Fantasy, Comedy, Kids",Fall,False,3,30.0,,
2300,5129,Jikuu Boukenki Zentrix,TV,Original,26,PG - Children,6.65,Imagi,,"Adventure, Mecha, Sci-Fi",Spring,True,0,22.0,B&#039;z,
2301,33490,Kaitou Joker 4th Season,TV,Manga,13,PG - Children,7.4,"Shogakukan Productions, Vega Entertainment, Asatsu DK, Kids Station, d-rights, Tokyo MX",Shin-Ei Animation,"Adventure, Mystery, Comedy, Shounen",Fall,True,1,24.0,,
2302,3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,Movie,Unknown,1,G - All Ages,6.48,Rankin/Bass,Toei Animation,"Adventure, Fantasy",Spring,True,1,60.0,Godiego,Godiego
2303,35329,Ultrasonico,ONA,Other,1,G - All Ages,5.33,,,"Parody, Super Power",Spring,False,0,2.0,,
2304,6073,21 Emon Uchuu e Irasshai!,Movie,Unknown,1,G - All Ages,5.59,,Shin-Ei Animation,"Space, Comedy, Sci-Fi",Summer,False,0,60.0,"Kaneta Kimotsuki, Kazuhiko Inoue, Kazuko Sugiyama",Kazuhiko Inoue
2305,1349,A.D. Police (TV),TV,Unknown,12,PG-13 - Teens 13 or older,6.1,,AIC,"Action, Mecha, Sci-Fi, Shounen",Spring,True,3,24.0,Infix,Masha
2307,37034,Drifters: Kokuou-sama Goranshin,Special,Unknown,1,PG-13 - Teens 13 or older,5.82,,Hoods Drifters Studio,"Comedy, Parody",Winter,False,1,8.0,,
2309,3258,Lily C.A.T.,Movie,Original,1,PG-13 - Teens 13 or older,6.06,Victor Entertainment,Studio Pierrot,"Space, Horror, Sci-Fi",Fall,True,1,60.0,,Teressa Jonette
2310,33758,Wu Geng Ji,ONA,Manga,30,PG-13 - Teens 13 or older,7.38,Tencent Penguin Pictures,Sparkly Key Animation Studio,"Action, Historical, Supernatural, Martial Arts, Fantasy",Summer,False,3,16.0,Yoga Lin,Xiao Ai Yu Hua Er Yuedui
2312,5785,G-9,OVA,Unknown,1,PG-13 - Teens 13 or older,5.96,Gentosha Comics,Toei Animation,Fantasy,Fall,True,0,17.0,DUSTZ,DUSTZ
2313,10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie,Original,1,PG-13 - Teens 13 or older,7.08,,Studio Pierrot,"Action, Comedy, Martial Arts, Shounen, Super Power",Summer,True,4,14.0,,
2314,13125,Shinsekai yori,TV,Novel,25,R - 17+ (violence & profanity),8.49,"Aniplex, TV Asahi, Pony Canyon",A-1 Pictures,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama",Fall,True,1,22.0,Maria Akizuki (Kana Hanazawa),Saki Watanabe (Risa Taneda)
2316,2760,Densetsu Kyojin Ideon: Sesshoku-hen,Movie,Unknown,1,PG-13 - Teens 13 or older,6.25,,Sunrise,"Sci-Fi, Space, Drama, Mecha",Summer,True,0,60.0,,
2318,2017,Mermaid&#039;s Scar,OVA,Manga,1,R - 17+ (violence & profanity),6.99,,Madhouse,"Drama, Fantasy, Horror, Mystery",Fall,True,2,45.0,,
2319,28249,Arslan Senki (TV),TV,Manga,25,R - 17+ (violence & profanity),7.82,"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan","SANZIGEN, LIDENFILMS","Action, Adventure, Historical, Drama, Fantasy, Shounen",Spring,True,0,24.0,UVERworld,"Eir Aoi,:, NICO Touches the Walls"
2320,1816,Sonic X,TV,Game,78,PG - Children,6.52,,TMS Entertainment,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen",Spring,True,0,24.0,Hironobu Kageyama & Hideaki Takatori,"Run&Gun,:, KP & URU"
2321,256,Hoshi no Koe,OVA,Original,1,PG-13 - Teens 13 or older,7.4,,CoMix Wave Films,"Sci-Fi, Space, Drama, Romance, Mecha",Winter,True,0,25.0,,Low
2322,2771,Chou Kuse ni Narisou,TV,Manga,39,PG-13 - Teens 13 or older,6.5,,"Studio Kyuuma, Studio Kikan, Azeta Pictures","Slice of Life, Comedy, Romance, School, Shoujo",Spring,True,1,25.0,Junko Inoue (井上純子),Junko Inoue
2323,15905,Qin Shi Ming Yue: Wanli Changcheng,TV,Novel,37,PG-13 - Teens 13 or older,7.22,,Sparkly Key Animation Studio,"Action, Historical, Martial Arts, Fantasy",Fall,True,2,22.0,Anson Hu,
2324,17815,Kyoto Animation: Kasa-hen,Special,Original,1,G - All Ages,6.17,"Lantis, Rakuonsha, Animation Do",Kyoto Animation,Fantasy,Summer,True,1,0.5,,
2325,4765,Gunslinger Girl: Il Teatrino OVA,OVA,Manga,2,PG-13 - Teens 13 or older,7.09,Marvelous,Artland,"Action, Drama, Military, Sci-Fi",Fall,True,7,23.0,,Lia
2327,3271,Bakutou Sengen Daigunder,TV,Original,39,PG - Children,6.78,"TV Tokyo, Victor Entertainment",Nippon Animation,"Sci-Fi, Adventure, Mecha",Spring,True,2,21.0,Masaaki Endou,Kitadani Hiroshi
2328,3836,Meiken Jolie,TV,Novel,52,G - All Ages,6.81,"NHK, Toho",Visual 80,"Adventure, Historical",Spring,True,2,22.0,"Titine & Children Chorus (ティティーネ&チルドレンコーラス), Mitsuko Horie","Mori no Ki Jidou Gasshou Dan, ティティーネ&チルドレンコーラス, Mitsuko Horie, 市場衛"
2329,29820,Channel 5.5 4th Season,ONA,Unknown,4,PG-13 - Teens 13 or older,5.43,,DLE,"Parody, Comedy",Fall,False,0,5.0,,
2330,2232,Funny Pets,TV,Unknown,12,PG-13 - Teens 13 or older,4.65,KBS,,Comedy,Winter,False,0,6.0,,
2332,32761,Gekkou Shokudou,Music,Music,1,G - All Ages,5.46,Space Shower Music,,Music,Fall,False,0,4.0,,
2333,13331,Jormungand: Perfect Order,TV,Manga,12,R+ - Mild Nudity,8.01,"Geneon Universal Entertainment, Shogakukan Productions",White Fox,"Action, Adventure, Seinen",Fall,True,0,24.0,Maon Kurosaki,"Nagi Yanagi,:, Maon Kurosaki"
2334,8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Special,Game,4,G - All Ages,7.19,,ufotable,Comedy,Spring,False,1,6.0,,
2335,2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Movie,Card game,1,G - All Ages,5.95,Sega,,"Adventure, Fantasy",Spring,True,1,50.0,,
2336,33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,Special,Manga,1,G - All Ages,6.3,,Studio Pierrot,"Sports, Drama, Shounen",Winter,True,1,23.0,,
2337,30143,Bobobo-bo Bo-bobo Recap,Special,Unknown,1,PG - Children,6.38,,Toei Animation,"Action, Parody, Comedy, Sci-Fi, Shounen",Fall,False,1,25.0,,
2338,30433,Eat You Up/Bunny,Music,Unknown,1,G - All Ages,4.94,,,Music,Winter,False,0,2.0,,
2339,526,Boku no Chikyuu wo Mamotte,OVA,Manga,6,PG-13 - Teens 13 or older,7.26,"Victor Entertainment, Hakusensha",Production I.G,"Drama, Sci-Fi, Shoujo",Winter,True,2,30.0,,Seika
2340,33850,Nil Admirari no Tenbin,TV,Visual novel,12,PG-13 - Teens 13 or older,5.87,Pony Canyon,Zero-G,"Fantasy, Historical, Romance",Spring,True,1,23.0,kradness,Hiro Shimono
2341,3313,Montana Jones,TV,Original,52,G - All Ages,7.03,NHK,Studio Junio,"Adventure, Comedy",Spring,False,0,23.0,,
2343,1156,I: Wish You Were Here,TV,Original,4,PG-13 - Teens 13 or older,6.15,"GDH, Media Factory",Gonzo,"Action, Drama, Mystery, Sci-Fi",Fall,True,1,27.0,,An Evant
2344,9366,Kaichou wa Maid-sama!: Omake dayo!,Special,Manga,1,PG-13 - Teens 13 or older,7.56,,J.C.Staff,"Comedy, School, Shoujo",Spring,True,4,13.0,Saaya Mizuno (水野佐彩),heidi.
2345,35805,Cinderella Girls Gekijou Specials,Special,4-koma manga,2,PG-13 - Teens 13 or older,6.42,,Gathering,"Slice of Life, Comedy",Summer,True,2,2.0,,THE IDOLM@STER CINDERELLA GIRLS LITTLE STARS!
2346,8754,Tales of the Abyss Special Fan Disc,Special,Unknown,2,PG-13 - Teens 13 or older,6.81,,Sunrise,"Comedy, Slice of Life",Winter,False,0,3.0,,
2347,9855,Shujii no Inbou,OVA,Visual novel,2,Rx - Hentai,5.44,Digital Works,Y.O.U.C,Hentai,Winter,False,0,30.0,,
2348,32759,Kokuen,Music,Music,1,PG-13 - Teens 13 or older,5.34,Space Shower Music,,"Drama, Music",Winter,False,1,3.0,,
2349,20959,Kansen: Ball Buster The Animation,OVA,Visual novel,1,Rx - Hentai,6.06,Milky Animation Label,,Hentai,Fall,False,0,22.0,,
2351,16317,Ishida to Asakura,TV,Manga,12,PG-13 - Teens 13 or older,5.99,"DAX Production, Hotline",,"Comedy, School, Seinen",Winter,True,0,2.0,Rayli (玲里),
2352,17115,Pokemon Best Wishes! Season 2: Episode N,TV,Game,14,PG - Children,6.93,TV Tokyo,OLM,"Action, Adventure, Comedy, Kids, Fantasy",Winter,True,1,22.0,Rica Matsumoto,Shiritsu Ebisu Chuugaku (私立恵比寿中学)
2353,4098,Urarochi Diamond,OVA,Unknown,1,PG-13 - Teens 13 or older,5.54,,Studio 4°C,Adventure,Winter,False,1,40.0,,
2355,30401,Rule,Movie,Unknown,1,G - All Ages,4.87,,,Dementia,,False,1,2.0,,
2356,36745,1/100 Rice Planting,ONA,Original,1,G - All Ages,5.03,Terada Mokei,,Slice of Life,Summer,True,0,9.0,,
2359,35327,Hiyoko no Basket Movie: Last Game 0401,ONA,Manga,1,G - All Ages,7.4,,,"Parody, Sports",Spring,False,2,1.0,,
2360,5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,Manga,2,Rx - Hentai,7.26,Pink Pineapple,Office Take Off,Hentai,Fall,False,0,29.0,,
2361,4415,World Destruction: Sekai Bokumetsu no Rokunin,TV,Game,13,PG-13 - Teens 13 or older,7.06,Sega,Production I.G,"Adventure, Fantasy",Summer,True,0,25.0,AAA,Aimmy
2362,30046,Hadashi Neko,Special,Unknown,1,G - All Ages,5.5,,,"Adventure, Comedy",,False,0,2.0,,
2363,24531,Ane Log: Moyako Neesan no Tomaranai Monologue,OVA,Manga,3,PG-13 - Teens 13 or older,6.28,Shogakukan Productions,Brain&#039;s Base,"Comedy, Ecchi, School, Shounen",Fall,False,1,23.0,,
2364,467,Ghost in the Shell: Stand Alone Complex,TV,Manga,26,R - 17+ (violence & profanity),8.46,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network",Production I.G,"Action, Military, Sci-Fi, Police, Mecha, Seinen",Fall,True,2,25.0,Origa,Scott Matthew
2365,33669,Cure Miracle to Mofurun no Mahou Lesson,Movie,Original,1,G - All Ages,6.1,Kinoshita Group Holdings,,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",Fall,True,0,6.0,,
2367,36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Special,Original,4,PG-13 - Teens 13 or older,7.01,"Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha",Satelight,"Sci-Fi, Music, Slice of Life, Comedy",Fall,False,1,7.0,,Hibiki Tachibana (Aoi Yuuki) and Miku Kohinata (Yuka Iguchi)
2369,35405,?/Sankaku no Rhythm/Trump no Arasoi,Movie,Original,1,G - All Ages,4.98,,,Dementia,,True,0,4.0,,
2370,5578,Gosho Aoyama&#039;s Collection of Short Stories,Special,Unknown,7,PG-13 - Teens 13 or older,7.39,,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen",Spring,False,2,20.0,,Yukari Tamura
2371,8661,Chimuchimucheri ChimChimCheree,Music,Music,1,G - All Ages,4.71,NHK,,"Music, Slice of Life, Kids",Spring,False,2,2.0,,
2373,37537,Sobakasu,Music,Music,1,G - All Ages,6.0,,,Music,Summer,False,2,4.0,,
2374,17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,OVA,Visual novel,1,PG-13 - Teens 13 or older,7.45,,J.C.Staff,"Slice of Life, Comedy, School",Summer,False,2,24.0,Rita,Rita
2375,2207,Hamelin no Violin Hiki: The Movie,Movie,Manga,1,PG-13 - Teens 13 or older,6.56,Pony Canyon,Nippon Animation,"Adventure, Comedy, Fantasy",Spring,False,1,30.0,KUKO,Yokoyama Hot Sisters
2378,34784,Kuroko no Basket: Oshaberi Shiyou ka,Special,Unknown,1,PG-13 - Teens 13 or older,7.17,,Production I.G,"Comedy, Sports, School, Shounen",Winter,False,0,16.0,,
2380,7862,Transformers: Robot Masters,Special,Unknown,2,G - All Ages,5.61,Takara,,Mecha,Winter,True,0,6.0,,
2382,21435,Yama no Susume: Second Season,TV,Manga,24,PG-13 - Teens 13 or older,7.52,"Earth Star Entertainment, Tokyo MX, Good Smile Company",8bit,"Adventure, Comedy, Slice of Life",Summer,False,2,13.0,"Aoi (Yuka Iguchi), Hinata (Kana Asumi), Kaede (Yoko Hikasa), Kokona (Yui Ogura)","Yui Ogura,:, Kyoko Narumi"
2383,3549,Allison to Lillia,TV,Light novel,26,PG-13 - Teens 13 or older,7.39,,Madhouse,"Action, Adventure, Shounen",Spring,True,3,24.0,Kuricorder Quartet and Shione Yukawa,Kuricorder Quartet and Sou Matsumoto
2384,8227,Akuma-kun: Youkoso Akuma Land e!!,Movie,Unknown,1,G - All Ages,5.73,,Toei Animation,"Adventure, Fantasy, Horror, Magic, Supernatural",Spring,False,3,25.0,Koorogi &#039;73 & Wild Cats,"Koorogi &#039;73, Wild Cats, and Shines"
2386,2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,OVA,Unknown,1,R+ - Mild Nudity,5.99,Tokyo Movie Shinsha,,"Action, Sci-Fi, Space, Mecha",Summer,False,2,56.0,,
2387,31927,Phantom of the Kill: Zero kara no Hangyaku,Movie,Game,1,R - 17+ (violence & profanity),6.33,Fuji&amp;gumi Games,Production I.G,"Action, Adventure, Fantasy",Spring,False,1,21.0,,Dempagumi.inc
2388,1365,Detective Conan Movie 06: The Phantom of Baker Street,Movie,Manga,1,PG-13 - Teens 13 or older,8.41,,TMS Entertainment,"Adventure, Mystery, Police, Shounen",Spring,True,1,60.0,,B&#039;z
2389,10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA,Visual novel,1,R+ - Mild Nudity,6.49,,Nomad,"Drama, Ecchi, Fantasy, Harem, Romance",Summer,True,2,24.0,Aki Misato.,Miyuki Hashimoto
2390,1490,Ginga Tetsudou Monogatari,TV,Original,26,PG-13 - Teens 13 or older,7.27,"Ginga Ya, Studio Kyuuma, Trilogy Future Studio",Planet,"Action, Adventure, Space, Drama, Sci-Fi",Fall,True,0,24.0,,
2391,6872,Cyborg 009,Movie,Manga,1,G - All Ages,6.27,,Toei Animation,"Action, Adventure, Drama, Sci-Fi, Shounen",Summer,True,1,60.0,,
2392,36598,Heart Beat,Music,Original,1,G - All Ages,5.51,Sega,,Music,Fall,False,1,2.0,,
